,CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
9066,H020 2015 Junho,17,2015,Junho,2296829,2015-06-19,C11C004462,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,14064,14733,669.0,Lido,,5222.38,5222.38,-1018.33,,331.18,9757.61,6,2015-06-20
9067,H021 2015 Junho,18,2015,Junho,2296632,2015-06-19,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,995,994,20.0,Informado,,94.64,94.64,-18.55,,6.92,177.65,6,2015-06-20
9068,H023 2015 Junho,19,2015,Junho,2296934,2015-06-19,B10C013880,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,6244,6519,275.0,Lido,,2150.32,2150.32,-419.13,,134.63,4016.14,6,2015-06-20
9069,H024 2015 Junho,20,2015,Junho,2296926,2015-06-19,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,175,195,20.0,Médio,,94.64,94.64,-18.55,,6.92,177.65,6,2015-06-20
9070,H025 2015 Junho,21,2015,Junho,2296900,2015-06-19,C11C002633,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,11116,11643,527.0,Lido,,4107.27,4107.27,-798.61,,236.39,7652.32,6,2015-06-20
9071,H026 2015 Junho,22,2015,Junho,9912770,2015-06-19,A10C023447,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,835,877,42.0,Lido,,298.61,298.61,-58.76,,24.56,563.02,6,2015-06-20
9072,H027 2015 Junho,23,2015,Junho,2296888,2015-06-19,C11C009484,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,,,1,1692,1129,100.0,Informado,,754.08,754.08,-181.34,,410.79,1737.61,6,2015-06-20
9073,H028 2015 Junho,24,2015,Junho,6205615,2015-06-19,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408,7408,10.0,Mínimo,,47.32,47.32,-9.27,,3.46,88.83,6,2015-06-20
9074,H029 2015 Junho,25,2015,Junho,7297220,2015-06-18,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1910,1911,10.0,,,47.32,47.32,-9.27,,3.46,88.83,6,2015-06-20
9075,H030 2015 Junho,26,2015,Junho,2296276,2015-06-18,,H030,CASAN,Florianópolis,Moradia Estudantil,,,,,0,23634,24793,1159.0,,,6977.46,6977.46,-1354.66,,380.15,12980.41,6,2015-06-20
9076,H032 2015 Junho,27,2015,Junho,2296659,2015-06-19,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,16807,17022,215.0,Lido,,1657.16,1657.16,-328.96,,166.67,3152.03,6,2015-06-20
9077,H033 2015 Junho,28,2015,Junho,2296667,2015-06-19,C11C002632,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,4112,4334,222.0,Lido,,1804.48,1804.48,-354.12,,138.36,3393.2,6,2015-06-20
9078,H034 2015 Junho,29,2015,Junho,8416621,2015-06-19,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,7935,8181,246.0,Lido,,1900.6,1900.6,-369.9,,113.18,3544.48,6,2015-06-20
9079,H035 2015 Junho,30,2015,Junho,2296845,2015-06-19,B10C022164,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,193,214,21.0,Lido,,133.7,133.7,-26.28,,10.63,251.75,6,2015-06-20
9080,H037 2015 Junho,31,2015,Junho,6435548,2015-06-19,Y13F347112,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,1576,1681,105.0,Lido,,762.14,762.14,-149.72,,60.0,1434.56,6,2015-06-20
9081,H038 2015 Junho,32,2015,Junho,2296683,2015-06-19,C11C005093,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,4003,4247,244.0,Lido,,1884.9,1884.9,-366.85,,112.23,3515.18,6,2015-06-20
9082,H040 2015 Junho,33,2015,Junho,2296691,2015-06-19,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,8170,8491,321.0,Lido,,2489.57,2489.57,-490.46,,210.92,4699.6,6,2015-06-20
9083,H041 2015 Junho,34,2015,Junho,2296810,2015-06-19,C11C010608,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,2732,2944,212.0,Lido,,1715.83,1715.83,-337.08,,135.28,3229.86,6,2015-06-20
9084,H042 2015 Junho,35,2015,Junho,2296802,2015-06-19,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,13842,14757,915.0,Informado,,7154.19,7154.19,-1381.21,,307.6,13234.77,6,2015-06-20
9085,H043 2015 Junho,36,2015,Junho,6816860,2015-06-19,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,635,639,10.0,Mínimo,,47.32,47.32,-9.27,,3.46,88.83,6,2015-06-20
9086,H044 2015 Junho,37,2015,Junho,2296896,2015-06-19,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,10735,10835,100.0,Informado,,754.08,754.08,-164.18,,229.27,1573.25,6,2015-06-20
9087,H045 2015 Junho,38,2015,Junho,2296772,2015-06-19,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,495,506,11.0,Lido,,55.17,55.17,-10.75,,3.46,103.05,6,2015-06-20
9088,H046 2015 Junho,39,2015,Junho,2296780,2015-06-19,B10C007949,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,3806,3903,97.0,Lido,,730.52,730.52,-143.58,,58.27,1375.73,6,2015-06-20
9089,H047 2015 Junho,40,2015,Junho,2296837,2015-06-19,B10C013876,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,19237,20487,1250.0,Lido,,9784.92,9784.92,-1922.54,,774.62,18421.92,6,2015-06-20
9090,H048 2015 Junho,41,2015,Junho,2296764,2015-06-19,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,14225,14704,479.0,Lido,,3730.33,3730.33,-736.65,,334.59,7058.6,6,2015-06-20
9091,H049 2015 Junho,42,2015,Junho,9197478,2015-06-19,B10C002846,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,6256,6437,181.0,Lido,,1390.17,1390.17,-273.49,,113.77,2620.62,6,2015-06-20
9092,H050 2015 Junho,43,2015,Junho,2296748,2015-06-19,A13C020929,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,368,491,123.0,Lido,,934.7,934.7,-181.72,,53.52,1741.2,6,2015-06-20
9093,H051 2015 Junho,44,2015,Junho,2296756,2015-06-19,A13C043944,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,44,54,60.0,Mínimo,,283.92,283.92,-55.63,,20.77,532.98,6,2015-06-20
9094,H052 2015 Junho,45,2015,Junho,2296730,2015-06-19,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,1.0,,,,1,13029,13583,554.0,Médio,,4319.3,4319.3,-846.18,,315.73,8108.15,6,2015-06-20
9095,H053 2015 Junho,46,2015,Junho,2296713,2015-06-19,C11C010440,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,2889,3171,282.0,Informado,,2183.31,2183.31,-427.92,,161.68,4100.38,6,2015-06-20
9096,H054 2015 Junho,47,2015,Junho,6923020,2015-06-19,B10C002843,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,6950,7315,365.0,Lido,,2835.1,2835.1,-554.0,,192.29,5308.49,6,2015-06-20
9097,H055 2015 Junho,48,2015,Junho,2296705,2015-06-19,F11C000663,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,47215,51096,3881.0,Médio,,34243.89,,-3339.88,,1098.62,32002.63,6,2015-06-20
9098,H056 2015 Junho,49,2015,Junho,2296721,2015-06-22,F11C000547,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,15520,17711,2191.0,Informado,,19260.94,19260.94,-3696.92,,598.93,35423.89,6,2015-06-20
9099,H057 2015 Junho,50,2015,Junho,2297108,2015-06-18,,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,2192,2202,10.0,,,47.32,,-4.65,,1.88,44.55,6,2015-06-20
9100,H058 2015 Junho,51,2015,Junho,9611070,2015-06-18,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,13399,13776,377.0,,,2929.33,2929.33,-576.32,,239.96,5522.3,6,2015-06-20
9101,H059 2015 Junho,52,2015,Junho,2296675,2015-06-19,A13C020930,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,113,153,40.0,Lido,,282.91,282.91,-55.41,,20.61,531.02,6,2015-06-20
9102,H060 2015 Junho,53,2015,Junho,5329663,2015-06-18,A13C021299,H060,CASAN,Florianópolis,Reitoria II,1.0,,,,1,516,682,166.0,Lido,,1272.37,1272.37,-247.41,,73.36,2370.69,6,2015-06-20
9103,H061 2015 Junho,54,2015,Junho,2296870,2015-06-19,B10C013871,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,6054,6317,263.0,Lido,,2167.98,2167.98,-435.29,,270.27,4170.94,6,2015-06-20
9104,H062 2015 Junho,55,2015,Junho,15023672,2015-06-19,C11C010415,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,1.0,,,,1,234,477,243.0,Lido,,1877.05,,-182.74,,56.77,1751.08,6,2015-06-20
9105,H072 2015 Junho,56,2015,Junho,2297167,2015-06-17,,H072,CASAN,Florianópolis,CCA 1,,,,,0,5079,5387,308.0,,,2387.48,,-232.69,,74.88,2229.67,6,2015-06-20
9106,H073 2015 Junho,57,2015,Junho,2297175,2015-06-17,A05S578217,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,6616,6681,65.0,,,479.23,,-46.84,,16.36,448.75,6,2015-06-20
9107,H074 2015 Junho,58,2015,Junho,2297183,2015-06-17,,H074,CASAN,Florianópolis,CCA 2,,,,,0,23293,24079,786.0,,,6141.17,,-609.06,,303.98,5836.09,6,2015-06-20
9108,H076 2015 Junho,59,2015,Junho,2297361,2015-06-18,,H076,CASAN,Florianópolis,"Cidade das Abelhas - Rod. Virgílio Várzea, 2600",,,,,0,1006,1049,43.0,,,306.47,,-29.32,,3.76,280.91,6,2015-06-20
9109,H081 2015 Junho,60,2015,Junho,2295652,2015-06-19,,H081,CASAN,Florianópolis,UFSC do MEC,,,,,0,1078,1125,47.0,,,337.88,337.88,-66.32,,26.02,635.46,6,2015-06-20
9110,H082 2015 Junho,61,2015,Junho,5716594,2015-06-15,,H082,CASAN,Florianópolis,CCA - Tapera,,,,,0,5422,5762,340.0,,,2638.78,,-260.74,,120.43,2498.47,6,2015-06-20
9111,H083 2015 Junho,62,2015,Junho,6997937,2015-06-19,,H083,CASAN,Florianópolis,Casa da Arte,,,,,0,581,584,10.0,,,47.32,47.32,-9.27,,3.46,88.83,6,2015-06-20
9112,H084 2015 Junho,63,2015,Junho,9197419,2015-06-19,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,4521,4670,149.0,,,1138.87,1138.87,-227.93,,134.19,2184.0,6,2015-06-20
9113,H085 2015 Junho,64,2015,Junho,12791172,2015-06-15,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,,,,,0,240,253,13.0,,,70.88,,-7.08,,4.0,67.8,6,2015-06-20
9114,H086 2015 Junho,65,2015,Junho,12799408,2015-06-15,,H086,CASAN,Florianópolis,UFSC - Jurerê,,,,,0,53,63,10.0,,,47.32,,-4.63,,1.73,44.42,6,2015-06-20
9115,H087 2015 Junho,66,2015,Junho,13018540,2015-06-18,,H087,CASAN,Florianópolis,UFSC-Sambaqui,,,,,0,4502,4542,40.0,,,282.91,,-27.62,,9.42,264.71,6,2015-06-20
9116,H088 2015 Junho,67,2015,Junho,2294605,2015-06-19,,H088,CASAN,Florianópolis,Casa Vida e Saúde,,,,,0,28,28,10.0,,,47.32,47.32,-9.27,,3.46,88.83,6,2015-06-20
9117,H089 2015 Junho,68,2015,Junho,2347660,2015-06-19,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,8497,8781,284.0,,,2199.01,2199.01,-435.46,,210.11,4172.67,6,2015-06-20
9118,H090 2015 Junho,69,2015,Junho,2347679,2015-06-19,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,2332,2345,13.0,,,70.88,70.88,-13.95,,5.74,133.55,6,2015-06-20
9119,H100 2015 Junho,70,2015,Junho,2134608,2015-06-22,C13S011801,H100,ÁGUAS DE JOINVILLE,Joinville,R. Pres. Prud. De Moraes - Joinville,1.0,,,,1,1274,1348,74.0,Lido,,441.93,353.54,-75.16,,,720.31,6,2015-06-20
9120,H101 2015 Junho,71,2015,Junho,2141582,2015-06-22,Y10S819731,H101,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 108 - Joinville",1.0,,,,1,59,64,10.0,Mínimo,,40.01,,-3.78,,,36.23,6,2015-06-20
9121,H102 2015 Junho,72,2015,Junho,2278022,2015-06-22,A12G091977,H102,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (1) - Joinville,1.0,,1.0,,2,259,427,168.0,Lido,,1032.25,825.8,-175.59,,,1682.46,6,2015-06-20
9122,H103 2015 Junho,73,2015,Junho,7039336,2015-06-22,A12G079417,H103,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 181 - Joinville",,,2.0,,2,320,325,20.0,Mínimo,,80.02,,-7.56,,,72.46,6,2015-06-20
9123,H104 2015 Junho,74,2015,Junho,7876009,2015-06-22,Y11G512276,H104,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 200 - Joinville",1.0,,,,1,370,387,17.0,Lido,,83.97,,-7.94,,,76.03,6,2015-06-20
9124,H105 2015 Junho,75,2015,Junho,8686432,2015-06-22,Y10S819735,H105,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (2) - Joinville,,,1.0,,1,99,124,25.0,Lido,,134.21,107.37,-22.84,,,218.74,6,2015-06-20
9125,H106 2015 Junho,76,2015,Junho,14948508,2015-06-20,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,715,730,15.0,,,86.58,,-9.14,,10.02,87.46,6,2015-06-20
9126,H200 2015 Junho,77,2015,Junho,15431797,2015-06-18,Y13F424343,H200,CASAN,Curitibanos,Curitibanos CEDUP,1.0,,,,1,865,938,73.0,Lido,,542.05,,-54.24,,31.95,519.76,6,2015-06-20
9127,H300 2015 Junho,78,2015,Junho,196916,2015-06-25,X08S002632,H300,SAMAE Araranguá,Araranguá,Mato Alto,1.0,,,,1,5839,5873,34.0,Lido,,248.44,,,,,248.44,6,2015-06-20
9128,H400 2015 Junho,79,2015,Junho,89548,2015-06-03,Y10N450699,H400,SAMAE Blumenau,Blumenau,"R. Pomerode, 710 - Blumenau",1.0,,,,1,974,1025,51.0,Lido,,219.37,,,32.66,,252.03,6,2015-06-20
9129,H001 2015 Maio,1,2015,Maio,2297094,,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,2885,2914,29.0,,,196.53,,-18.69,,1.28,179.12,5,2015-05-20
9130,H002 2015 Maio,2,2015,Maio,2297116,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,2968,3014,46.0,,,298.82,,-28.41,,1.71,272.12,5,2015-05-20
9131,H003 2015 Maio,3,2015,Maio,2297124,,,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,7292,7564,272.0,,,2104.78,,-203.58,,49.5,1950.7,5,2015-05-20
9132,H004 2015 Maio,4,2015,Maio,2297086,,,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,1796,1864,68.0,,,502.79,,-48.41,,9.53,463.91,5,2015-05-20
9133,H005 2015 Maio,5,2015,Maio,2297078,,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,3525,3799,274.0,,,2120.49,,-201.64,,13.23,1932.08,5,2015-05-20
9134,H006 2015 Maio,6,2015,Maio,9185569,,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,1998,2063,65.0,,,479.23,,-45.86,,6.12,439.49,5,2015-05-20
9135,H007 2015 Maio,7,2015,Maio,9185550,,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,1918,1977,59.0,,,432.11,,-40.99,,1.57,392.69,5,2015-05-20
9136,H008 2015 Maio,8,2015,Maio,2297159,,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,9659,10211,552.0,,,4303.59,,-414.06,,77.94,3967.47,5,2015-05-20
9137,H009 2015 Maio,9,2015,Maio,2297140,,,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,1245,1281,36.0,,,251.5,,-24.16,,4.13,231.47,5,2015-05-20
9138,H010 2015 Maio,10,2015,Maio,2297132,,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,46,73,27.0,,,180.82,,-17.64,,5.83,169.01,5,2015-05-20
9139,H011 2015 Maio,11,2015,Maio,8149615,,B10C010661,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,15673,16942,1269.0,,,9934.12,,-955.28,,174.64,9153.48,5,2015-05-20
9140,H014 2015 Maio,12,2015,Maio,2296969,,,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,156208,170495,14287.0,,,112770.23,112770.23,-21659.14,,3656.73,207538.05,5,2015-05-20
9141,H015 2015 Maio,13,2015,Maio,2296918,2015-05-20,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,,,,,0,7813,8341,528.0,Informado,,5048.16,5048.16,-971.86,,187.85,9312.31,5,2015-05-20
9142,H017 2015 Maio,14,2015,Maio,2296950,,,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,15012,16401,1389.0,,,10876.47,10876.47,-2064.61,,94.72,19783.05,5,2015-05-20
9143,H018 2015 Maio,15,2015,Maio,2296640,2015-05-20,A13C043935,H018,CASAN,Florianópolis,DAE,1.0,,,,1,95,114,19.0,Lido,,118.0,118.0,-22.81,,5.41,218.6,5,2015-05-20
9144,H019 2015 Maio,16,2015,Maio,9097821,2015-05-20,B10C012857,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,6747,6799,52.0,Informado,,345.94,345.94,-82.72,,183.53,792.69,5,2015-05-20
9145,H020 2015 Maio,17,2015,Maio,2296829,2015-05-20,C11C004462,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,13445,14064,619.0,Informado,,4829.74,4829.74,-923.8,,116.06,8851.74,5,2015-05-20
9146,H021 2015 Maio,18,2015,Maio,2296632,2015-05-20,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,974,995,21.0,Lido,,102.49,102.49,-19.68,,3.43,188.73,5,2015-05-20
9147,H023 2015 Maio,19,2015,Maio,2296934,2015-05-20,B10C013880,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,6018,6244,226.0,Lido,,1732.44,1732.44,-332.39,,52.56,3185.05,5,2015-05-20
9148,H024 2015 Maio,20,2015,Maio,2296926,2015-05-20,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,175,175,20.0,Mínimo,,94.64,94.64,-18.21,,3.43,174.5,5,2015-05-20
9149,H025 2015 Maio,21,2015,Maio,2296900,2015-05-20,C11C002633,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,10658,11116,458.0,Lido,,3565.42,3565.42,-681.75,,83.63,6532.72,5,2015-05-20
9150,H026 2015 Maio,22,2015,Maio,9912770,2015-05-20,A10C023447,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,806,835,29.0,Lido,,196.53,196.53,-38.03,,9.39,364.42,5,2015-05-20
9151,H027 2015 Maio,23,2015,Maio,2296888,2015-05-22,C11C009484,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,,,1,854,1692,838.0,Médio,,6549.52,6549.52,-1261.3,,248.03,12085.77,5,2015-05-20
9152,H028 2015 Maio,24,2015,Maio,6205615,2015-05-20,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408,7408,10.0,Mínimo,,47.32,47.32,-9.1,,1.71,87.25,5,2015-05-20
9153,H029 2015 Maio,25,2015,Maio,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1909,1910,10.0,,,47.32,47.32,-9.1,,1.71,87.25,5,2015-05-20
9154,H030 2015 Maio,26,2015,Maio,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,,,,,0,22550,23634,1084.0,,,6359.19,6359.19,-1212.62,,113.58,11619.34,5,2015-05-20
9155,H032 2015 Maio,27,2015,Maio,2296659,2015-05-20,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,16418,16807,389.0,Lido,,3023.57,3023.57,-574.3,,30.16,5503.0,5,2015-05-20
9156,H033 2015 Maio,28,2015,Maio,2296667,2015-05-20,C11C002632,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,3925,4112,187.0,Lido,,1494.19,1494.19,-284.57,,23.05,2726.86,5,2015-05-20
9157,H034 2015 Maio,29,2015,Maio,8416621,2015-05-20,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,7724,7935,211.0,Lido,,1625.75,1625.75,-310.21,,31.01,2972.3,5,2015-05-20
9158,H035 2015 Maio,30,2015,Maio,2296845,2015-05-20,B10C022164,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,167,193,26.0,Lido,,172.97,172.97,-32.9,,2.28,315.32,5,2015-05-20
9159,H037 2015 Maio,31,2015,Maio,6435548,2015-05-20,Y13F347112,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,1462,1576,114.0,Lido,,832.82,832.82,-159.07,,17.65,1524.22,5,2015-05-20
9160,H038 2015 Maio,32,2015,Maio,2296683,2015-05-20,C11C005093,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,3801,4003,202.0,Lido,,1555.08,1555.08,-297.57,,38.69,2851.28,5,2015-05-20
9161,H040 2015 Maio,33,2015,Maio,2296691,2015-05-20,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,7856,8170,314.0,Lido,,2434.6,2434.6,-475.12,,158.44,4552.52,5,2015-05-20
9162,H041 2015 Maio,34,2015,Maio,2296810,2015-05-21,C11C010608,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,2451,2732,281.0,Lido,,2327.55,2327.55,-440.39,,5.13,4219.84,5,2015-05-20
9163,H042 2015 Maio,35,2015,Maio,2296802,2015-05-21,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,13239,13842,603.0,Lido,,4704.09,4704.09,-896.95,,83.35,8594.58,5,2015-05-20
9164,H043 2015 Maio,36,2015,Maio,6816860,2015-05-21,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,630,635,10.0,Mínimo,,47.32,47.32,-9.1,,1.71,87.25,5,2015-05-20
9165,H044 2015 Maio,37,2015,Maio,2296896,2015-05-21,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,10277,10735,458.0,Lido,,3565.42,3565.42,-681.88,,84.77,6533.73,5,2015-05-20
9166,H045 2015 Maio,38,2015,Maio,2296772,2015-05-21,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,484,495,11.0,Lido,,55.17,55.17,-10.75,,3.42,103.01,5,2015-05-20
9167,H046 2015 Maio,39,2015,Maio,2296780,2015-05-21,B10C007949,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,3718,3806,88.0,Lido,,659.85,659.85,-127.19,,26.18,1218.69,5,2015-05-20
9168,H047 2015 Maio,40,2015,Maio,2296837,2015-05-21,B10C013876,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,17738,19237,1499.0,Lido,,11740.29,11740.29,-2244.81,,273.92,21509.69,5,2015-05-20
9169,H048 2015 Maio,41,2015,Maio,2296764,2015-05-21,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,13519,14225,706.0,Lido,,5512.94,5512.94,-1051.35,,99.56,10074.09,5,2015-05-20
9170,H049 2015 Maio,42,2015,Maio,9197478,2015-05-21,B10C002846,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,6128,6256,128.0,Informado,,973.96,973.96,-186.57,,26.46,1787.81,5,2015-05-20
9171,H050 2015 Maio,43,2015,Maio,2296748,2015-05-21,A13C020929,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,238,368,130.0,Informado,,989.67,989.67,-188.07,,10.82,1802.09,5,2015-05-20
9172,H051 2015 Maio,44,2015,Maio,2296756,2015-05-20,A13C043944,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,34,44,60.0,Mínimo,,283.92,283.92,-54.63,,10.28,523.49,5,2015-05-20
9173,H052 2015 Maio,45,2015,Maio,2296730,2015-05-21,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,1.0,,,,1,12475,13029,554.0,Médio,,4319.3,4319.3,-831.13,,156.45,7963.92,5,2015-05-20
9174,H053 2015 Maio,46,2015,Maio,2296713,2015-05-20,C11C010440,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,2606,2889,283.0,Informado,,2191.16,2191.16,-416.84,,28.74,3994.22,5,2015-05-20
9175,H054 2015 Maio,47,2015,Maio,6923020,2015-05-20,B10C002843,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,6592,6950,358.0,Lido,,2780.13,2780.13,-533.05,,80.5,5107.71,5,2015-05-20
9176,H055 2015 Maio,48,2015,Maio,2296705,2015-05-20,F11C000663,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,40632,47215,6583.0,Informado,,58198.88,,-5547.81,,508.09,53159.16,5,2015-05-20
9177,H056 2015 Maio,49,2015,Maio,2296721,2015-05-25,F11C000547,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,14550,15520,970.0,Médio,,8435.99,8435.99,-1611.57,,181.6,15442.01,5,2015-05-20
9178,H057 2015 Maio,50,2015,Maio,2297108,,,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,2181,2192,11.0,,,55.17,,-5.29,,0.86,50.74,5,2015-05-20
9179,H058 2015 Maio,51,2015,Maio,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,13030,13399,369.0,,,2866.51,2866.51,-550.54,,92.73,5275.21,5,2015-05-20
